station_id,state,district,water_body_type,year,month,temperature,pH,dissolved_oxygen,conductivity,turbidity,bod,nitrate,fecal_coliform,water_quality_class,water_status,risk_score
STN_10476,Maharashtra,Satara,Groundwater,2023,8,33.9,7.62,7.4,1489.81,16.8,7.92,8.28,1957,Polluted,Polluted,6
STN_10477,Uttar Pradesh,Gorakhpur,Lake,2019,1,32.16,8.77,7.29,665.87,11.28,9.4,25.25,214,Polluted,Polluted,8
STN_10478,Madhya Pradesh,Ujjain,River,2022,7,25.25,7.03,7.5,919.82,10.78,5.11,32.94,711,Moderate,Polluted,6
STN_10479,Telangana,Mahabubnagar,River,2021,4,28.59,7.03,8.43,1151.97,19.85,7.66,15.14,1704,Polluted,Polluted,6
STN_10480,Madhya Pradesh,Sagar,Lake,2021,10,15.38,7.83,8.99,926.27,8.12,7.08,4.83,713,Polluted,Polluted,6
STN_10481,Karnataka,Shivamogga,Lake,2023,5,32.81,8.07,8.62,1186.42,8.91,9.38,9.03,295,Polluted,Polluted,6
STN_10482,Maharashtra,Jalgaon,River,2023,11,19.79,7.41,3.69,605.98,13.05,9.25,42.81,1948,Polluted,Polluted,8
STN_10483,Madhya Pradesh,Rewa,River,2019,1,32.62,7.68,8.06,839.08,6.59,4.78,35.07,122,Moderate,Polluted,6
STN_10484,Uttar Pradesh,Bareilly,Groundwater,2020,1,23.62,8.2,4.96,427.45,4.13,9.3,26.0,1785,Polluted,Polluted,7
STN_10485,West Bengal,Bardhaman,River,2022,5,16.28,6.53,5.11,348.83,16.68,6.42,16.49,1536,Polluted,Polluted,6
STN_10486,Rajasthan,Bharatpur,Lake,2023,11,17.9,8.12,8.7,1388.43,2.06,1.52,16.25,1901,Safe,Moderate,3
STN_10487,Telangana,Hyderabad,Groundwater,2020,2,33.91,6.98,6.6,438.23,3.72,1.95,22.11,1421,Safe,Moderate,3
STN_10488,Uttar Pradesh,Aligarh,River,2021,3,34.54,7.47,4.96,838.17,3.3,2.95,21.88,1769,Moderate,Moderate,5
STN_10489,Karnataka,Davanagere,Groundwater,2019,9,29.88,6.88,4.67,1408.06,17.49,9.44,28.7,1000,Polluted,Polluted,8
STN_10490,Bihar,Samastipur,River,2022,12,23.69,6.97,4.23,333.01,2.28,2.61,17.82,823,Moderate,Moderate,5
STN_10491,Tamil Nadu,Erode,Lake,2020,3,26.18,7.94,6.06,1123.42,2.66,6.35,16.39,1367,Polluted,Moderate,5
STN_10492,Maharashtra,Mumbai City,Lake,2022,9,28.62,6.87,8.2,1046.53,19.74,7.28,16.46,1794,Polluted,Polluted,6
STN_10493,Rajasthan,Sikar,River,2021,9,30.5,7.52,6.33,458.22,16.21,5.04,19.75,1377,Moderate,Polluted,6
STN_10494,Tamil Nadu,Tirunelveli,Lake,2019,1,32.69,7.83,5.65,779.33,16.87,9.6,34.65,138,Polluted,Polluted,6
STN_10495,Rajasthan,Chittorgarh,River,2022,9,29.68,7.78,8.18,434.52,8.72,1.02,35.5,88,Safe,Safe,1
STN_10496,Tamil Nadu,Thoothukudi,Lake,2019,4,20.81,7.46,7.47,1096.45,11.69,3.82,19.36,427,Moderate,Polluted,6
STN_10497,Maharashtra,Mumbai Suburban,River,2020,6,20.21,8.07,3.68,673.34,12.27,5.91,10.01,1622,Moderate,Polluted,8
STN_10498,Bihar,Siwan,Lake,2022,2,18.36,6.81,5.87,1467.64,1.16,2.79,28.78,1565,Safe,Moderate,3
STN_10499,Bihar,Saran,Lake,2021,3,31.06,7.11,6.61,500.6,16.35,8.15,44.9,747,Polluted,Polluted,6
STN_10500,West Bengal,Birbhum,Lake,2021,10,18.64,8.31,7.49,868.24,15.15,9.65,33.78,620,Polluted,Polluted,6
STN_10501,Andhra Pradesh,Guntur,Groundwater,2021,8,16.56,6.68,7.19,477.81,16.78,2.86,16.75,822,Safe,Moderate,4
STN_10502,Karnataka,Chitradurga,Groundwater,2023,11,15.63,7.55,8.47,1201.96,11.55,7.42,1.45,1107,Polluted,Polluted,6
STN_10503,Maharashtra,Pune,River,2019,7,32.46,6.87,4.4,751.1,14.46,7.85,14.45,122,Polluted,Polluted,8
STN_10504,Karnataka,Ballari,River,2022,2,15.96,8.08,7.07,347.53,16.94,7.01,22.27,1186,Polluted,Polluted,6
STN_10505,Rajasthan,Bhilwara,Groundwater,2023,12,18.88,6.54,8.12,1409.91,11.54,1.87,30.19,1929,Safe,Moderate,4
STN_10506,Uttar Pradesh,Lucknow,River,2023,12,25.04,8.67,8.01,434.37,8.07,9.27,30.49,1584,Polluted,Polluted,8
STN_10507,Bihar,Patna,Groundwater,2020,1,34.19,7.41,6.48,1221.07,13.52,2.3,32.59,1616,Safe,Moderate,4
STN_10508,Andhra Pradesh,Palnadu,Lake,2021,8,16.14,8.51,5.81,1426.09,14.26,5.12,23.97,635,Moderate,Polluted,8
STN_10509,Madhya Pradesh,Satna,River,2021,5,16.1,7.74,5.89,1428.06,9.77,7.88,30.78,875,Polluted,Polluted,6
STN_10510,Bihar,Gaya,Lake,2021,7,24.55,8.26,4.77,317.92,13.17,2.9,1.37,126,Moderate,Polluted,6
STN_10511,Bihar,Nalanda,Lake,2019,2,23.45,7.44,7.3,1349.63,12.48,4.71,15.96,1031,Moderate,Polluted,6
STN_10512,Rajasthan,Pali,Groundwater,2023,9,15.63,6.82,8.69,687.9,18.3,6.7,9.89,1701,Polluted,Polluted,6
STN_10513,West Bengal,Malda,Groundwater,2021,5,18.76,7.64,5.88,779.1,7.27,6.1,3.4,375,Polluted,Polluted,6
STN_10514,West Bengal,Jalpaiguri,River,2020,3,28.35,7.63,3.31,609.68,17.22,8.42,27.3,1392,Polluted,Polluted,8
STN_10515,Telangana,Rangareddy,Groundwater,2023,8,27.0,7.69,6.99,1022.56,7.42,8.83,16.89,1617,Polluted,Polluted,6
STN_10516,Andhra Pradesh,Bapatla,River,2020,7,32.69,7.9,7.72,818.25,14.58,7.87,40.22,1143,Polluted,Polluted,6
STN_10517,West Bengal,Darjeeling,River,2019,12,30.44,8.59,3.39,846.78,12.25,6.87,35.94,1449,Polluted,Polluted,10
STN_10518,Bihar,Bhagalpur,Groundwater,2023,2,16.09,6.74,7.08,1149.21,10.08,6.47,5.71,1290,Polluted,Polluted,6
STN_10519,Tamil Nadu,Vellore,River,2022,5,25.27,7.96,4.85,1027.21,4.94,6.18,16.16,1101,Polluted,Polluted,7
STN_10520,Uttar Pradesh,Kanpur Nagar,Lake,2021,6,22.14,8.32,4.18,794.2,8.55,5.16,29.1,557,Moderate,Polluted,8
STN_10521,Telangana,Medchal–Malkajgiri,River,2019,2,34.77,7.39,7.27,469.62,6.17,5.8,38.92,231,Moderate,Polluted,6
STN_10522,Bihar,Muzaffarpur,River,2022,8,18.93,7.66,7.09,230.51,17.49,7.66,19.75,848,Polluted,Polluted,6
STN_10523,Maharashtra,Nagpur,River,2019,3,31.15,8.36,4.5,243.49,19.54,5.16,16.67,1130,Moderate,Polluted,8
STN_10524,West Bengal,Kolkata,Groundwater,2021,3,27.53,6.74,7.37,620.84,7.32,4.75,2.93,481,Moderate,Polluted,6
STN_10525,Uttar Pradesh,Kanpur Dehat,Groundwater,2019,5,27.03,8.61,5.34,1238.3,14.18,8.83,43.97,1562,Polluted,Polluted,8
STN_10526,West Bengal,Howrah,Lake,2023,1,17.7,6.71,4.87,1062.42,9.24,2.71,38.47,960,Moderate,Polluted,6
STN_10527,Maharashtra,Nashik,Lake,2021,8,22.87,6.75,3.73,725.76,1.77,4.4,35.55,870,Moderate,Polluted,7
STN_10528,Telangana,Warangal,Groundwater,2021,12,28.22,8.66,3.05,562.45,12.25,4.49,43.92,893,Moderate,Polluted,10
STN_10529,Bihar,Darbhanga,Groundwater,2019,11,27.69,6.9,4.75,800.1,1.87,5.48,24.65,555,Moderate,Polluted,7
STN_10530,Madhya Pradesh,Chhindwara,Groundwater,2023,12,15.79,7.9,3.58,530.06,13.13,6.71,30.91,44,Polluted,Moderate,5
STN_10531,Madhya Pradesh,Khandwa,River,2023,7,34.05,7.77,6.43,881.07,16.21,3.28,2.6,1883,Moderate,Polluted,6
STN_10532,Uttar Pradesh,Varanasi,Lake,2020,2,21.87,6.64,5.27,710.05,18.17,8.42,0.99,814,Polluted,Polluted,6
STN_10533,Andhra Pradesh,Prakasam,Groundwater,2023,8,20.91,8.5,3.58,1289.74,11.44,1.12,32.33,1515,Moderate,Polluted,6
STN_10534,Telangana,Hanamkonda,Groundwater,2019,5,33.58,6.72,8.9,695.38,5.57,7.5,24.05,1409,Polluted,Polluted,6
STN_10535,Telangana,Karimnagar,Lake,2019,12,21.94,7.15,6.9,1064.46,4.94,5.68,27.38,1344,Moderate,Moderate,5
STN_10536,Andhra Pradesh,Nellore,Lake,2023,3,24.68,7.46,7.98,1427.15,13.47,6.0,7.19,178,Moderate,Polluted,6
STN_10537,Telangana,Nizamabad,Groundwater,2021,9,31.07,7.23,4.25,1132.19,18.01,8.46,5.85,1216,Polluted,Polluted,8
STN_10538,Andhra Pradesh,Kurnool,Groundwater,2022,5,26.47,7.5,8.25,883.3,6.73,2.62,20.09,168,Safe,Moderate,4
STN_10539,Tamil Nadu,Dindigul,Groundwater,2019,12,18.44,7.7,7.51,1381.87,11.2,2.85,23.78,1783,Safe,Moderate,4
STN_10540,Rajasthan,Jaipur,River,2020,8,33.96,6.86,5.74,423.21,5.94,1.78,39.04,1204,Safe,Moderate,4
STN_10541,Telangana,Adilabad,River,2020,9,22.01,8.57,7.49,288.82,11.12,7.54,33.6,1688,Polluted,Polluted,8
STN_10542,Madhya Pradesh,Ratlam,Groundwater,2019,4,18.04,6.59,8.55,931.73,16.94,9.42,13.35,1675,Polluted,Polluted,6
STN_10543,West Bengal,Hooghly,Groundwater,2022,8,33.28,6.74,3.34,1223.27,2.96,9.76,6.14,1357,Polluted,Polluted,7
STN_10544,Bihar,Purnia,Lake,2022,7,17.61,7.25,7.22,696.55,1.94,8.8,30.98,454,Polluted,Moderate,5
STN_10545,Madhya Pradesh,Dewas,Groundwater,2021,8,33.07,8.52,5.73,479.3,19.79,3.15,35.78,1623,Moderate,Polluted,8
STN_10546,Andhra Pradesh,Visakhapatnam,River,2022,7,29.36,7.59,4.24,1200.37,12.81,7.27,34.65,314,Polluted,Polluted,8
STN_10547,West Bengal,North 24 Parganas,Lake,2021,9,24.9,8.47,7.89,578.08,15.57,9.85,5.69,282,Polluted,Polluted,6
STN_10548,Bihar,Araria,Groundwater,2021,6,15.39,8.3,8.21,973.26,1.9,8.57,10.48,306,Polluted,Moderate,5
STN_10549,Karnataka,Belagavi,Lake,2019,5,17.86,8.5,6.95,550.11,12.03,5.36,39.35,1346,Moderate,Polluted,6
STN_10550,Uttar Pradesh,Prayagraj,Lake,2019,9,23.73,8.07,3.74,471.58,7.18,6.51,31.83,684,Polluted,Polluted,8
STN_10551,Uttar Pradesh,Agra,Lake,2019,10,28.26,8.26,8.44,1360.59,4.61,9.94,2.88,155,Polluted,Moderate,5
STN_10552,Tamil Nadu,Thanjavur,Lake,2022,9,32.32,7.27,7.22,707.96,11.07,3.71,15.3,1711,Moderate,Polluted,6
STN_10553,Karnataka,Dharwad,River,2022,6,32.87,7.59,8.48,1410.72,19.37,5.05,35.64,1591,Moderate,Polluted,6
STN_10554,Karnataka,Bengaluru Urban,River,2022,8,24.33,7.83,3.45,327.01,16.19,1.86,10.48,82,Moderate,Moderate,3
STN_10555,Telangana,Khammam,River,2023,5,34.07,7.38,4.28,842.59,14.85,7.52,43.01,1449,Polluted,Polluted,8
STN_10556,Bihar,Begusarai,Lake,2021,12,34.75,8.42,7.07,796.16,2.46,8.98,10.0,1647,Polluted,Moderate,5
STN_10557,Andhra Pradesh,Anakapalli,Lake,2019,1,16.88,7.79,5.08,569.27,6.02,3.6,19.02,1491,Moderate,Polluted,6
STN_10558,Bihar,Samastipur,Groundwater,2022,5,19.08,7.51,4.26,790.28,18.09,2.3,44.36,985,Moderate,Polluted,6
STN_10559,Rajasthan,Jodhpur,Groundwater,2019,4,29.83,7.39,5.65,606.17,13.58,9.82,39.59,974,Polluted,Polluted,6
STN_10560,Rajasthan,Udaipur,Groundwater,2023,1,20.46,7.43,3.92,865.42,8.58,4.71,42.89,793,Moderate,Polluted,8
STN_10561,Andhra Pradesh,Kakinada,Groundwater,2020,8,24.83,8.4,8.05,588.12,18.74,5.06,36.36,926,Moderate,Polluted,6
STN_10562,Tamil Nadu,Cuddalore,Groundwater,2022,8,32.0,8.44,3.5,323.12,13.26,1.3,43.93,1978,Moderate,Polluted,6
STN_10563,Andhra Pradesh,East Godavari,Lake,2019,11,15.02,7.32,5.18,1160.54,14.8,5.76,34.92,820,Moderate,Polluted,6
STN_10564,Uttar Pradesh,Meerut,Groundwater,2019,9,28.5,7.48,8.0,1188.7,2.78,3.48,44.78,1911,Moderate,Moderate,5
STN_10565,Rajasthan,Kota,Lake,2023,8,15.19,8.32,5.03,1016.62,11.2,3.75,12.24,1804,Moderate,Polluted,6
STN_10566,Andhra Pradesh,West Godavari,Groundwater,2020,10,15.27,8.7,8.72,601.24,12.42,3.75,6.78,679,Moderate,Polluted,8
STN_10567,Madhya Pradesh,Bhopal,River,2020,1,21.39,8.01,4.51,1149.3,2.84,3.15,6.34,66,Moderate,Moderate,4
STN_10568,Bihar,Siwan,Lake,2021,12,22.39,6.86,7.88,1215.7,6.63,6.31,8.03,929,Polluted,Polluted,6
STN_10569,Andhra Pradesh,Krishna,Groundwater,2019,10,15.1,7.96,5.83,1091.58,17.5,7.3,37.07,1183,Polluted,Polluted,6
STN_10570,Maharashtra,Thane,Groundwater,2022,3,25.75,8.69,3.73,468.84,7.33,4.02,27.3,445,Moderate,Polluted,10
STN_10571,Telangana,Mahabubnagar,Groundwater,2021,12,28.6,7.28,4.7,738.06,14.39,5.38,0.52,654,Moderate,Polluted,8
STN_10572,Tamil Nadu,Chennai,Lake,2021,12,26.69,8.2,4.47,281.99,14.94,5.39,34.77,784,Moderate,Polluted,8
STN_10573,Karnataka,Bengaluru Rural,River,2019,10,30.34,8.34,6.38,677.32,15.82,9.53,0.51,271,Polluted,Polluted,6
STN_10574,West Bengal,South 24 Parganas,River,2022,6,32.3,7.41,3.36,722.74,7.42,2.28,33.77,1895,Moderate,Polluted,6
STN_10575,Rajasthan,Ajmer,Groundwater,2022,10,18.69,7.58,7.32,814.01,15.26,7.03,31.57,599,Polluted,Polluted,6
STN_10576,Tamil Nadu,Coimbatore,River,2019,8,30.85,7.4,3.64,727.12,11.68,8.96,19.35,582,Polluted,Polluted,8
STN_10577,Madhya Pradesh,Indore,Lake,2019,12,33.12,8.75,3.91,1422.25,17.9,9.65,13.26,1339,Polluted,Polluted,10
STN_10578,Uttar Pradesh,Ghaziabad,River,2020,5,31.4,8.31,4.0,1013.33,19.23,9.89,43.45,435,Polluted,Polluted,8
STN_10579,Rajasthan,Bikaner,Groundwater,2020,9,25.06,7.24,5.7,523.57,4.85,6.13,28.34,1593,Polluted,Moderate,5
STN_10580,Karnataka,Mysuru,River,2021,11,15.77,8.19,7.16,456.45,13.18,5.3,33.14,284,Moderate,Polluted,6
STN_10581,Tamil Nadu,Madurai,Lake,2021,10,26.35,7.53,3.16,845.7,10.78,9.84,35.84,1523,Polluted,Polluted,8
STN_10582,Tamil Nadu,Tiruchirappalli,Lake,2021,8,24.79,6.86,3.84,988.03,4.97,9.95,28.96,588,Polluted,Polluted,7
STN_10583,Uttar Pradesh,Noida,Lake,2020,1,32.79,6.68,3.6,466.89,9.11,7.22,13.71,1793,Polluted,Polluted,8
STN_10584,Karnataka,Mandya,River,2021,8,33.65,7.06,7.98,478.23,3.47,6.87,42.22,321,Polluted,Moderate,5
STN_10585,Telangana,Hyderabad,Groundwater,2020,10,32.1,6.62,7.14,1134.4,14.86,3.08,12.17,1785,Moderate,Polluted,6
STN_10586,Andhra Pradesh,Guntur,River,2023,7,23.83,6.66,7.41,248.27,12.26,5.71,29.13,1757,Moderate,Polluted,6
STN_10587,Uttar Pradesh,Gorakhpur,Lake,2019,3,21.47,7.42,3.29,1144.47,2.09,2.32,24.79,697,Moderate,Moderate,5
STN_10588,Karnataka,Tumakuru,River,2021,1,34.23,6.64,5.1,423.96,11.03,7.93,38.66,413,Polluted,Polluted,6
STN_10589,West Bengal,Nadia,Groundwater,2020,4,15.37,7.55,5.24,1117.38,16.61,1.37,43.99,865,Safe,Moderate,4
STN_10590,Uttar Pradesh,Bareilly,River,2020,6,26.14,7.6,5.81,684.17,15.9,8.26,13.88,45,Polluted,Moderate,3
STN_10591,Rajasthan,Alwar,Groundwater,2019,9,26.35,8.68,5.35,261.82,7.85,6.36,31.16,369,Polluted,Polluted,8
STN_10592,Rajasthan,Bharatpur,River,2022,9,30.59,7.5,4.3,1486.84,11.09,4.61,18.69,1988,Moderate,Polluted,8
STN_10593,West Bengal,Murshidabad,River,2020,11,16.57,7.81,6.37,1154.19,9.29,5.77,3.57,234,Moderate,Polluted,6
STN_10594,Bihar,Saran,River,2022,3,15.01,8.14,4.88,677.65,7.1,8.58,23.71,1584,Polluted,Polluted,8
STN_10595,Rajasthan,Sikar,Groundwater,2022,4,28.22,7.27,4.51,1410.64,5.84,6.15,36.65,547,Polluted,Polluted,8
STN_10596,Bihar,Patna,Lake,2019,12,15.9,8.74,6.69,240.54,10.01,2.52,43.35,931,Moderate,Polluted,6
STN_10597,Rajasthan,Chittorgarh,Groundwater,2022,5,32.44,7.21,4.15,553.67,10.14,7.88,44.99,729,Polluted,Polluted,8
STN_10598,West Bengal,Bardhaman,Groundwater,2023,7,18.65,7.09,4.04,1433.03,16.91,7.93,8.19,1254,Polluted,Polluted,8
STN_10599,Andhra Pradesh,Palnadu,Groundwater,2023,5,24.82,6.6,3.8,1398.43,13.75,9.18,32.76,455,Polluted,Polluted,8
STN_10600,Karnataka,Hassan,Lake,2021,5,30.94,6.98,8.39,964.07,10.56,5.01,13.01,1457,Moderate,Polluted,6
STN_10601,Bihar,Gaya,Groundwater,2019,8,30.13,6.94,6.84,560.88,9.29,6.43,21.27,1130,Polluted,Polluted,6
STN_10602,Tamil Nadu,Salem,River,2021,11,18.21,7.71,3.13,1442.69,15.64,9.85,28.42,859,Polluted,Polluted,8
STN_10603,Rajasthan,Bhilwara,Lake,2023,4,21.27,7.44,4.48,1335.27,11.71,4.72,27.93,1041,Moderate,Polluted,8
STN_10604,Tamil Nadu,Erode,Lake,2020,9,18.09,7.93,7.17,963.98,18.2,3.32,12.74,734,Moderate,Polluted,6
STN_10605,Tamil Nadu,Tirunelveli,Lake,2022,5,31.9,6.53,8.85,932.82,7.92,7.15,38.27,586,Polluted,Polluted,6
STN_10606,West Bengal,Birbhum,Groundwater,2019,3,22.37,7.85,6.24,1403.78,4.14,3.84,44.64,1658,Moderate,Moderate,5
STN_10607,Tamil Nadu,Thoothukudi,Groundwater,2020,10,33.78,7.27,4.74,421.36,10.59,8.43,25.55,634,Polluted,Polluted,8
STN_10608,Rajasthan,Pali,Lake,2019,3,26.62,7.06,3.15,573.14,12.98,3.78,27.94,1073,Moderate,Polluted,8
STN_10609,Tamil Nadu,Vellore,River,2021,12,20.45,6.98,6.52,1249.7,16.03,9.59,19.3,1266,Polluted,Polluted,6
STN_10610,Uttar Pradesh,Aligarh,Lake,2019,10,23.08,7.54,8.42,1297.62,8.3,8.47,10.47,846,Polluted,Polluted,6
STN_10611,West Bengal,Malda,Groundwater,2022,1,17.24,8.66,6.35,232.61,10.37,8.19,11.11,1806,Polluted,Polluted,8
STN_10612,Rajasthan,Jaipur,Groundwater,2022,3,34.67,7.92,3.96,866.02,3.57,6.71,18.12,1530,Polluted,Polluted,7
STN_10613,Andhra Pradesh,Bapatla,Groundwater,2020,5,22.1,8.28,8.67,282.06,7.75,8.39,36.86,333,Polluted,Polluted,6
STN_10614,West Bengal,Jalpaiguri,Groundwater,2022,7,33.43,7.5,4.05,744.16,16.78,1.45,29.54,330,Moderate,Polluted,6
STN_10615,Madhya Pradesh,Jabalpur,Groundwater,2021,11,18.87,7.6,8.86,1029.88,14.66,8.21,35.42,255,Polluted,Polluted,6
STN_10616,Maharashtra,Aurangabad,River,2023,6,22.35,8.48,3.21,548.2,7.2,9.05,9.07,1615,Polluted,Polluted,8
STN_10617,Telangana,Rangareddy,Groundwater,2020,3,29.72,6.52,8.56,1335.64,15.32,7.78,25.25,1285,Polluted,Polluted,6
STN_10618,Tamil Nadu,Dindigul,Lake,2020,2,26.98,6.8,5.14,697.02,16.44,3.65,44.14,81,Moderate,Moderate,3
STN_10619,Madhya Pradesh,Gwalior,Groundwater,2023,12,26.69,8.11,4.26,356.76,12.58,1.86,10.25,824,Moderate,Polluted,6
STN_10620,Maharashtra,Solapur,River,2019,12,22.42,7.52,8.73,1024.89,9.15,2.98,29.48,83,Safe,Safe,1
STN_10621,Telangana,Medchal–Malkajgiri,River,2019,8,22.92,7.2,3.96,575.78,1.99,1.09,12.65,1475,Moderate,Moderate,5
STN_10622,Rajasthan,Jodhpur,River,2021,8,23.3,8.09,7.0,1114.49,8.56,6.39,43.89,797,Polluted,Polluted,6
STN_10623,Rajasthan,Udaipur,Lake,2022,6,31.66,7.71,8.57,1454.52,18.74,7.23,6.67,1541,Polluted,Polluted,6
STN_10624,Maharashtra,Kolhapur,Lake,2023,6,28.98,7.27,4.24,750.25,18.61,9.93,22.15,1979,Polluted,Polluted,8
STN_10625,Bihar,Nalanda,Groundwater,2023,8,18.16,7.74,4.55,817.45,10.06,2.47,17.86,1157,Moderate,Polluted,6
STN_10626,Rajasthan,Kota,River,2023,10,17.38,6.98,5.52,752.6,11.49,3.23,43.01,372,Moderate,Polluted,6
STN_10627,Madhya Pradesh,Ujjain,River,2022,7,29.3,8.19,4.28,293.82,2.97,7.21,34.75,950,Polluted,Polluted,7
STN_10628,Karnataka,Shivamogga,Groundwater,2021,9,26.07,8.67,5.44,678.31,3.66,2.22,34.08,312,Moderate,Moderate,5
STN_10629,Rajasthan,Ajmer,Groundwater,2020,2,19.62,8.06,4.61,789.38,6.88,4.04,44.8,676,Moderate,Polluted,8
STN_10630,Maharashtra,Amravati,Lake,2022,11,27.91,8.11,8.24,544.99,10.32,4.01,6.74,1722,Moderate,Polluted,6
STN_10631,Tamil Nadu,Thanjavur,Groundwater,2023,6,22.13,6.75,8.76,1210.72,10.37,7.86,30.46,1404,Polluted,Polluted,6
STN_10632,Bihar,Bhagalpur,Lake,2022,6,32.3,7.06,5.25,1053.73,7.2,3.41,8.76,1701,Moderate,Polluted,6
STN_10633,Rajasthan,Bikaner,Groundwater,2022,3,16.95,7.2,5.78,1441.21,6.74,4.01,44.66,435,Moderate,Polluted,6
STN_10634,Bihar,Muzaffarpur,Groundwater,2020,5,21.12,8.07,8.17,498.38,1.62,1.49,32.8,1877,Safe,Moderate,3
STN_10635,Andhra Pradesh,Prakasam,River,2023,12,22.93,7.26,8.74,257.81,9.9,2.05,31.36,1539,Safe,Moderate,4
STN_10636,Bihar,Darbhanga,Lake,2019,11,15.36,8.07,8.4,805.14,14.47,3.99,2.08,1201,Moderate,Polluted,6
STN_10637,West Bengal,Darjeeling,Lake,2021,12,26.31,6.9,4.52,666.97,19.56,5.95,43.04,1934,Moderate,Polluted,8
STN_10638,Telangana,Warangal,Lake,2021,8,24.26,7.25,7.22,1437.61,16.56,8.9,12.72,1837,Polluted,Polluted,6
STN_10639,Bihar,Purnia,Groundwater,2023,9,18.43,7.39,6.02,613.05,1.82,1.81,20.95,1984,Safe,Moderate,3
STN_10640,West Bengal,Kolkata,Groundwater,2019,2,30.37,8.73,3.6,1466.69,16.21,4.98,4.87,1918,Moderate,Polluted,10
STN_10641,Tamil Nadu,Cuddalore,Lake,2023,1,18.62,8.31,5.3,768.73,16.78,2.43,31.99,1351,Safe,Moderate,4
STN_10642,Tamil Nadu,Chennai,Groundwater,2022,10,23.04,8.32,8.4,868.03,4.18,4.62,22.52,1931,Moderate,Moderate,5
STN_10643,Andhra Pradesh,Nellore,Groundwater,2021,12,23.74,6.83,7.48,793.41,7.47,9.87,25.58,1227,Polluted,Polluted,6
STN_10644,Tamil Nadu,Coimbatore,Lake,2022,4,23.47,6.71,4.98,1172.56,9.18,4.45,29.31,99,Moderate,Moderate,5
STN_10645,Bihar,Araria,Lake,2021,5,28.8,8.01,8.35,650.96,18.18,3.58,18.3,1754,Moderate,Polluted,6
STN_10646,West Bengal,Howrah,Lake,2023,5,28.75,6.51,4.45,1488.5,18.51,7.18,0.82,671,Polluted,Polluted,8
STN_10647,Rajasthan,Alwar,Lake,2023,10,30.23,7.03,7.76,809.87,15.4,3.47,19.38,1413,Moderate,Polluted,6
STN_10648,Maharashtra,Satara,Groundwater,2021,6,32.33,8.53,5.41,1095.08,2.93,7.08,20.98,1739,Polluted,Polluted,7
STN_10649,Uttar Pradesh,Lucknow,Lake,2019,7,33.99,8.64,3.02,1163.76,4.35,8.03,30.09,633,Polluted,Polluted,9
STN_10650,Andhra Pradesh,Kurnool,Groundwater,2020,4,28.72,7.26,7.26,1441.59,1.06,7.91,23.97,807,Polluted,Moderate,5
STN_10651,Tamil Nadu,Madurai,Lake,2022,2,28.28,8.36,3.54,834.47,18.81,4.61,8.36,277,Moderate,Polluted,8
STN_10652,Telangana,Hanamkonda,Lake,2022,6,25.04,6.75,4.68,620.55,11.61,5.93,22.25,150,Moderate,Polluted,8
STN_10653,Madhya Pradesh,Sagar,River,2021,12,19.2,8.27,6.49,1183.44,11.64,7.91,32.71,1588,Polluted,Polluted,6
STN_10654,Uttar Pradesh,Kanpur Nagar,River,2020,10,21.14,8.15,5.09,1067.5,15.08,9.12,3.23,1227,Polluted,Polluted,6
STN_10655,Tamil Nadu,Tiruchirappalli,Groundwater,2019,9,18.46,7.53,7.7,717.34,3.99,8.33,37.1,34,Polluted,Safe,2
STN_10656,Rajasthan,Bharatpur,Groundwater,2019,7,27.09,7.27,5.04,1148.44,7.55,5.34,9.27,1372,Moderate,Polluted,6
STN_10657,Uttar Pradesh,Kanpur Dehat,Lake,2020,4,31.19,8.01,7.89,852.51,16.81,8.37,36.05,1699,Polluted,Polluted,6
STN_10658,West Bengal,Hooghly,Groundwater,2019,11,22.82,6.91,8.35,622.25,11.31,8.43,26.21,574,Polluted,Polluted,6
STN_10659,West Bengal,North 24 Parganas,Lake,2020,8,19.17,8.33,8.22,761.21,9.81,8.53,37.13,1132,Polluted,Polluted,6
STN_10660,Rajasthan,Sikar,River,2022,8,22.19,8.6,8.97,1469.28,16.08,5.76,25.59,914,Moderate,Polluted,8
STN_10661,Rajasthan,Chittorgarh,Lake,2020,7,33.49,8.11,8.79,757.5,19.07,1.17,40.44,284,Safe,Moderate,4
STN_10662,West Bengal,South 24 Parganas,Groundwater,2019,3,32.36,7.44,5.25,499.61,15.64,1.13,33.18,840,Safe,Moderate,4
STN_10663,Maharashtra,Jalgaon,Groundwater,2021,3,25.17,7.02,4.33,937.77,6.52,5.84,30.75,112,Moderate,Polluted,8
STN_10664,Telangana,Karimnagar,River,2019,10,24.93,6.8,6.05,1371.13,7.51,4.15,39.61,1415,Moderate,Polluted,6
STN_10665,Uttar Pradesh,Varanasi,Groundwater,2020,9,21.13,7.65,6.56,1046.4,19.31,4.65,19.86,59,Moderate,Moderate,3
STN_10666,Bihar,Begusarai,Lake,2023,3,30.73,8.02,8.41,1313.71,4.51,3.6,15.69,392,Moderate,Moderate,5
STN_10667,Tamil Nadu,Salem,River,2022,12,23.09,8.62,6.23,641.66,18.74,8.15,32.76,1267,Polluted,Polluted,8
STN_10668,West Bengal,Nadia,Lake,2023,7,26.12,8.38,8.33,457.91,9.88,5.02,13.77,1009,Moderate,Polluted,6
STN_10669,Telangana,Nizamabad,River,2020,7,28.59,7.78,7.2,1404.85,4.23,6.94,2.43,884,Polluted,Moderate,5
